title,url,description,motscles,lieu,type,organization,statut,id,frequency,license,temporal_coverage.start,temporal_coverage.end,created_at,last_modified,quality_score,metric.reuses,metric.followers
Les entrées d'archives aux Archives nationales,http://www.data.gouv.fr/fr/datasets/les-entrees-darchives-aux-archives-nationales/,"Les entrées d'archives entre 2014 et 2020 aux Archives nationales par domaines d'actions administratives.

Ce tableau recense, par domaine d'actions administratives, les entrées d'archives qui ont été prises en charge entre 2014 et 2020, qu'il s'agisse d'archives publiques (entrées par versement) ou d'archives privées (entrées par dons ou dépôts), quel que soit leur support ou leur forme (papier, photographies, plans, archives audiovisuelles ou nativement numériques).  
  
Les inventaires des archives concernées sont, par la suite, publiés sur la [salle des inventaires virtuelle](https://www.siv.archives-nationales.culture.gouv.fr/siv/cms/content/display.action?uuid=accueilRechercheRootUuid&template=accueil/accueilRecherche). La publication se fait suivant des délais différents, suivant qu'il s'agit d'archives déjà classées par les missions et services d'archives des ministères ou opérateurs centraux de l'État, ou qu'il s'agit d'archives entièrement à classer.""

_Explicitation sur les intitulés de colonnes_ : 

N° d'entrée : _numéro séquentiel donné dans l'ordre chronologique d'arrivée à chaque nouvelle entrée d'archives._  
Domaine : _secteur de politique publique pour les archives publiques / tous domaines d'activité pour les archives d'origine privée.  
_ Service producteur : _entité d'où émanent les archives (organisme, personne, famille)._  
Description : _intitulé d'ensemble du contenu de l'entrée.  
_ Dates extrêmes : _dates entre lesquelles ont été produits les documents ou données._  
Statut juridique : _caractère public ou non des archives, lié au statut du service producteur (public, privé ou mixte)_.  
Catégorie : _nature du support des archives (papier, cartes et plans, photographies, archives électroniques ou audiovisuelles)._  
Métrage linéaire : _le métrage exprimé en mètres._  
Vol électronique : _le volume est exprimé en Mo ou To (l'unité de mesure est précisée pour chaque entrée)._",AN | collecte,France,archives,Ministère de la Culture,publié (doublon),5aab4167a3a7291ed12c89f7,annual,Licence Ouverte / Open Licence version 2.0,2014-01-01,2020-12-31,2018-03-16T05:00:39.578000,2021-04-20T12:32:40.474000,0.78,0,0
Avignon - Sections du cadastre napoléonien,http://www.data.gouv.fr/fr/datasets/avignon-sections-du-cadastre-napoleonien/,"Sections du Cadastre Napoléonien géoréférencé d'Avignon ========= Assemblage et géoréférencement des plans parcellaires de la commune et de la ville d'Avignon canton Nord et Sud... Levés en 1819 et 1820, certains ont été révisés en 1826. [Visualisation de la carte dynamique](http://u.osmfr.org/m/46174/) \--- *** Données NON OPPOSABLE *** LICENCE OUVERTE (http://www.etalab.gouv.fr)",AM | cadastre | histoire,Avignon | Vaucluse,archives,Avignon,publié,618b8773556c8263d34a1318,,Licence Ouverte / Open Licence version 2.0,,,2018-03-15T00:00:00,2020-12-23T00:00:00,0.44,0,0
Archives de la Planète - Images naufragées,http://www.data.gouv.fr/fr/datasets/archives-de-la-planete-images-naufragees/,"Le musée départemental Albert-Kahn conserve les _Archives de la Planète,_ un ensemble d'images fixes et animées, réalisé au début du XXe siècle, consacré à la diversité des peuples et des cultures. 

* * *

Des images au service de la recherche de la paix et du dialogue entre les cultures. 

_« La photographie stéréoscopique, les projections, le cinématographe surtout, voilà ce que je voudrais faire fonctionner en grand afin de fixer une fois pour toutes des aspects, des pratiques et des modes de l’activité humaine dont la disparition fatale n’est plus qu’une question de temps »_. Albert Kahn, janvier 1912 

Albert Kahn est animé par un idéal de paix universelle. Sa conviction : La connaissance des cultures étrangères encourage le respect et les relations pacifiques entre les peuples. Il perçoit également très tôt que son époque sera le témoin de la mutation accélérée des sociétés et de la disparition de certains modes de vie. 

Il crée alors les Archives de la Planète, fruit du travail d’une douzaine d’opérateurs envoyés sur le terrain entre 1909 et 1931 afin de saisir les différentes réalités culturelles dans une cinquantaine de pays. L’ambition du projet l’amène à confier sa direction scientifique au géographe Jean Brunhes (1869-1930), un des promoteurs en France de la géographie humaine. 

Deux inventions des frères Lumière sont mises à contribution : le cinématographe (1895) et l’autochrome, premier procédé photographique en couleur naturelle (1907). 

Les Archives de la Planète rassemblent une centaine d’heures de films, 4 000 stéréoscopies et 72 000 autochromes, soit la plus importante collection au monde. 

**Liens connexes**

Lien vers les conditions générales d'utilisation des fonds du musée départemental Albert Kahn : [CGU](https://collections.albert-kahn.hauts-de-seine.fr/cms/cgu_media/)",musée | photographies | numérisation | histoire,Hauts-de-Seine,musée,Hauts-de-Seine le Département,publié,5a72915da3a72963d2e5b926,unknown,License Not Specified,,,2018-02-01T05:02:37.397000,2017-11-23T23:00:00,0.44,0,0
Les rendez-vous des Archives départementales de la Haute-Garonne,http://www.data.gouv.fr/fr/datasets/les-rendez-vous-des-archives-departementales-de-la-haute-garonne/,"Ce jeu de données propose la liste détaillée des animations, conférences, expositions, visites, ateliers... proposés au public, tout au long de l'année, par les équipes des Archives départementales de la Haute-Garonne.

Plus connu pour son rôle de collecte et de conservation des documents, ce service public départemental joue aussi un rôle important en matière d’animation culturelle et pédagogique.

De nombreuses rencontres et activités gratuites sont proposées au public : conférences, ateliers d’initiation à la recherche, ateliers créatifs en lien avec les métiers des archives, visites, expositions sont autant d'occasions de découvrir l’histoire et le patrimoine sous un nouvel angle.

Passionné ou simple curieux, chacun peut découvrir la richesse de notre passé historique haut-garonnais, proche ou lointain, ou en approfondir sa connaissance pour mieux appréhender notre présent.

**_Contacts utiles_**

**Archives départementales de la Haute-Garonne  
**11, boulevard Griffoul-Dorval - 31400 Toulouse  
Téléphone : 05 34 32 50 00   
Courriel : [archives.action.culturelle@cd31.fr](mailto:archives.action.culturelle@cd31.fr)

**Site :** [archives.haute-garonne.fr  
](http://archives.haute-garonne.fr/)**Facebook :** [facebook.com/archives.hautegaronne/](https://www.facebook.com/archives.hautegaronne/)  
 **L'agenda des Rendez-Vous des Archives** : [open agenda](https://openagenda.com/archives-haute-garonne?lang=fr)

* * *

 ** _Pour en savoir plus sur l'utilisation des photos :_** toute reproduction et/ou représentation des photographies à des fins non commerciales est libre, à la condition que soit mentionné le nom de son auteur. L’utilisation de la mention suivante est préconisée : auteur de l’œuvre, données originales téléchargées sur [adresse url de la photographie], date (si disponible).

La mention du nom de l’auteur est obligatoire sous peine de s’exposer au délit de contrefaçon prévu par l’article L335-1 et suivant du Code de la Propriété Intellectuelle.",AD | action-culturelle,Haute-Garonne,archives,Conseil départemental de la Haute-Garonne - Haute-Garonne Open Data,publié,5a6c591ea3a7295d24e5b926,unknown,Licence Ouverte / Open Licence version 2.0,,,2018-01-27T11:49:02.709000,2022-10-12T07:22:55,0.56,0,0
Archives nationales,http://www.data.gouv.fr/fr/datasets/archives-nationales/,"### Pour consulter les données du hackathon des Archives nationales hackAN2018 : [cliquez ici](https://www.data.gouv.fr/fr/datasets/les-donnees-du-hackathon-des-archives-nationales)
</br>

Créées pendant la Révolution française, les Archives nationales conservent les archives publiques des différents régimes politiques qui se sont succédé, du VIIe siècle jusqu’à nos jours, ainsi que des archives privées et les minutes des notaires parisiens. C'est ainsi qu'elles collectent les archives des services centraux de l’État, hormis ceux des ministères relevant des Affaires étrangères et des Armées. Elles collectent également les archives des opérateurs nationaux. Les archives privées complètent les archives provenant des administrations : archives de familles, archives des hommes et des femmes politiques, archives relevant des domaines des sciences humaines et sociales, archives de la recherche, ou encore archives relevant des champs sociaux et sociétaux (éducation populaire, éducation spécialisée, archives du genre...).

Avec la loi du 7 messidor an II [25 juin 1794], la publicité et la communication des archives de l’État sont établies en principes garants du régime démocratique. Aujourd’hui, selon les délais de communication encore raccourcis par la loi du 15 juillet 2008, toute personne peut consulter, gratuitement, les archives publiques, soit des centaines de kilomètres linéaires d’archives de toute nature, parchemin ou papier, mais aussi enregistrements sonores, fichiers numériques. Les Archives nationales oeuvrent aujourd’hui à l’ouverture de leurs archives, en consacrant un principe de gratuité pour la réutilisation des informations publiques non soumises à des droits.

Parmi ces documents, certains symbolisent des étapes majeures de l’histoire de France : les papyri mérovingiens, le procès des Templiers, le journal de Louis XVI, le serment du Jeu de paume, la Déclaration des Droits de l’Homme et du Citoyen, le testament de Napoléon, les Constitutions successives de la France… mais également aujourd’hui le premier recensement électronique de l’INSEE de 1962, des enquêtes statistiques numériques, ou encore, plus proches de nous, des fichiers bureautiques ou des messageries de cabinets ministériels.

Collecter, conserver, communiquer, faire comprendre et mettre en valeur leurs fonds, favoriser l’apprentissage de la citoyenneté en direction des jeunes publics et des publics éloignés de la culture, telles sont les missions fondamentales des Archives nationales.",AN,France,archives,Ministère de la Culture,publié,5a3be6cc88ee3874634d5e1d,irregular,Licence Ouverte / Open Licence,,,2017-12-21T17:52:28.256000,2018-12-05T17:15:38.926000,0.78,0,0
Maires d'Issy-les-Moulineaux depuis 1790,http://www.data.gouv.fr/fr/datasets/maires-dissy-les-moulineaux-depuis-1790-1/,"Ce jeu de données contient la liste des maires d'Issy-les-Moulineaux depuis 1790, avec les dates de début et de fin de mandat.   
Le fichier contient également des liens vers des contenus extérieurs pour approfondir ses connaissances. Il précise si une voie ou un équipement porte le nom du maire.",AM | liste-d'individus | histoire | chronologie,Issy-les-Moulineaux | Hauts-de-Seine,archives,Ville d'Issy-les-Moulineaux,publié,595c2708a3a7296407d69b48,unknown,Licence Ouverte / Open Licence version 2.0,,,2017-07-05T01:38:48.705000,2015-02-10T11:42:31,0.44,0,0
Histoire du Fort et des combats de 1870-1871 à Issy,http://www.data.gouv.fr/fr/datasets/histoire-du-fort-et-des-combats-de-1870-1871-a-issy-1/,"La construction d'un fort militaire en 1840-1846 destiné à défendre Paris a marqué l'histoire de la Ville d'Issy-les-Moulineaux. En 1870-1871, des combats s'y sont déroulés et il a par la suite grandement influencé l'évolution urbaine d'Issy. 

Ce jeu de données contient les dates des événements, leur géolocalisation, des photos et des liens.",AM | cartes-et-plans | histoire,Issy-les-Moulineaux | Hauts-de-Seine,archives,Ville d'Issy-les-Moulineaux,publié,595c26a7a3a7296407d69b25,unknown,Licence Ouverte / Open Licence version 2.0,,,2017-07-05T01:37:11.865000,2015-08-10T13:22:23,0.44,0,0
Trafic de voyageurs et marchandises depuis 1841,http://www.data.gouv.fr/fr/datasets/trafic-de-voyageurs-et-marchandises-depuis-1841/,"Évolution des trafics de voyageurs et marchandises depuis 1841, pour le transport ferroviaire en France (comprenant EPIC SNCF-iDTGV, Eurostar, Thalys sur la période récente). 

Attention, la Direction Fret a changé ses méthodes de calcul concernant les données de trafic marchandises : à partir de 2008, le périmètre inclut les filiales.",histoire | transport,France,autres,SNCF,publié,5959365ca3a7291dcf9c82a3,unknown,Open Data Commons Open Database License (ODbL),,,2017-07-02T20:07:24.925000,2019-03-29T11:02:00,0.56,0,0
Effectifs disponibles GPF SNCF depuis 1851,http://www.data.gouv.fr/fr/datasets/effectifs-disponibles-gpf-sncf-depuis-1851/,"Effectifs disponibles en moyenne annuelle du Groupe Public Ferroviaire SNCF (hors filiales) depuis 1851.

 _Précisions :_  


Le nombre d'« _agents disponibles_ » correspond au nombre d’agents en équivalent temps plein mis à disposition de l’entité pour le mois considéré. Le calcul tient compte à la fois du pourcentage d’utilisation repris dans le contrat du travail et du nombre de jours travaillés durant le mois.

\- Avant 1937, l'effectif proposé correspond à l'effectif agrégé de différentes compagnies ferroviaires.  


\- de 1939 à 1945 : non compris les agents du cadre permanent mobilisés.

\- de 1940 à 1944 : non compris le personnel des lignes d'Alsace et de Lorraine.

\- 1970 : y compris les services de messageries et de transports routiers.

\- 1990 : inclusion des contractuels à temps partiel, décomptés en équivalents temps plein (soit 4 848 agents équivalent temps plein en 1990.

\- 1998 : l'effectif de gestion (suivi en comptabilité) remplace l'effectif à disposition.

\- de 1998 à 2005 : y compris emplois jeunes

\- février 2000 : filialisation du SERNAM

\- 2007 : l'effectif disponible remplace l'effectif de gestion.

\- 2015 : hors RFF du 1er janvier au 30 juin 2015",histoire | transport,France,autres,SNCF,publié,59593658a3a7291dcf9c829f,unknown,Open Data Commons Open Database License (ODbL),,,2017-07-02T20:07:20.143000,2021-07-16T15:06:42,0.56,0,0
Archives SNCF,http://www.data.gouv.fr/fr/datasets/archives-sncf/,"Liste des archives SNCF disponibles sous un format numérique. 

Cette base de données récence des archives historiques numérisées issues de toutes les périodes de l’histoire de la SNCF depuis la création du chemin de fer en France. Différents types de documents média (JPG, WAV, PDF, ou .MP4) sont proposés au téléchargement. Leur utilisation est soumise au respect des [CGU du site sncf.com](http://sncfopenarchives.minit-l.com/node/5000)",SNCF | numérisation | photographies | cartes-et-plans | cartes-postales | histoire,France,archives,SNCF,publié,59593616a3a7291dd09c8235,unknown,Open Data Commons Open Database License (ODbL),,,2017-07-02T20:06:14.685000,2020-09-15T12:27:14,0.44,0,0
Grands documents et images de l'histoire de France conservés par les Archives nationales,http://www.data.gouv.fr/fr/datasets/grands-documents-et-images-de-lhistoire-de-france-conserves-par-les-archives-nationales-1/,"Photographies de grands documents de l'Histoire de France conservés aux Archives nationales de France. La période couverte par les documents s'étend de 628 à 1958.

Une sélection au total de 424 notices texte images. Par exemple : Diplôme de Dagobert Ier 628 ; Testament de Louis IX ; Édit de Nantes, etc...).",AN | numérisation,France,archives,Ministère de la Culture,publié,59592254a3a7291dd09c8178,unknown,Open Data Commons Open Database License (ODbL),,,2017-07-02T18:41:56.853000,2018-05-07T12:04:10.529000,0.56,0,0
Les entrées d'archives en 2016 aux Archives nationales,http://www.data.gouv.fr/fr/datasets/les-entrees-darchives-en-2016-aux-archives-nationales/,"Les entrées d'archives en 2016 aux Archives nationales par domaines d'actions administratives.

Ce tableau recense, par domaine d'actions administratives, les entrées d'archives qui ont été prises en charge en 2016, qu'il s'agisse d'archives publiques (entrées par versement) ou d'archives privées (entrées par dons ou dépôts), quel que soit leur support ou leur forme (papier, photographies, plans, archives audiovisuelles ou nativement numériques).  
  
Les inventaires des archives concernées sont, par la suite, publiés sur la [salle des inventaires virtuelle](https://www.siv.archives-nationales.culture.gouv.fr/siv/cms/content/display.action?uuid=accueilRechercheRootUuid&template=accueil/accueilRecherche). La publication se fait suivant des délais différents, suivant qu'il s'agit d'archives déjà classées par les missions et services d'archives des ministères ou opérateurs centraux de l'État, ou qu'il s'agit d'archives entièrement à classer.""

_Explicitation sur les intitulés de colonnes_ : 

N° d'entrée : _numéro séquentiel donné dans l'ordre chronologique d'arrivée à chaque nouvelle entrée d'archives._  
Domaine : _secteur de politique publique pour les archives publiques / tous domaines d'activité pour les archives d'origine privée.  
_ Service producteur : _entité d'où émanent les archives (organisme, personne, famille)._  
Description : _intitulé d'ensemble du contenu de l'entrée.  
_ Dates extrêmes : _dates entre lesquelles ont été produits les documents ou données._  
Statut juridique : _caractère public ou non des archives, lié au statut du service producteur (public, privé ou mixte)_.  
Catégorie : _nature du support des archives (papier, cartes et plans, photographies, archives électroniques ou audiovisuelles)._  
Métrage linéaire : _le métrage exprimé en mètres._  
Vol électronique : _le volume est exprimé en Mo ou To (l'unité de mesure est précisée pour chaque entrée)._",AN | collecte,France,archives,Ministère de la Culture,dépublié,59592252a3a7291dd09c8177,unknown,License Not Specified,,,2017-07-02T18:41:54.539000,2018-03-14T05:00:55.343000,0.44,0,0
Cartes postales (Hauts-de-Seine),http://www.data.gouv.fr/fr/datasets/cartes-postales-hauts-de-seine/,"Cartes postales d'époque (1900-1944) consacrées au territoire des Hauts-de-Seine conservées aux Archives départementales.

* * *

Les Archives départementales des Hauts-de-Seine conservent une importante collection de cartes postales constituée essentiellement à partir d’acquisitions.

Ce fonds de près de 10 500 cartes postales, illustrant les paysages urbains et champêtres des 36 communes des Hauts-de-Seine ainsi que les différents modes de locomotion à travers le temps, se compose de 3 sous-séries :

  * 9 Fi, Cartes postales anciennes (1900-1944),
  * 10 Fi, Cartes postales postérieures à la Seconde Guerre mondiale (1945 à nos jours)
  * 12 Fi 2, Collection Lapie (1950-1955).



Ces cartes postales, classées par communes et par thèmes, évoquent le passé de nos 36 communes : scènes de rues, marchés animés, promenades d’élégantes dans les bois ou les parcs. Le thème des transports y est largement représenté avec le chemin de fer, le tramway, l’automobile ou encore l’aviation.

Les Archives départementales proposent dans ce jeu de données la sous-série de cartes postales anciennes (9 Fi) consacrée à la période 1900 à 1944, sous-série tombée dans le domaine public. Cette collection mise en ligne est amenée à s’enrichir régulièrement au fur et à mesure de l’avancée des opérations de numérisation de ce fonds iconographique.

 ****",AD | cartes-postales | histoire,Hauts-de-Seine,archives,Région Île-de-France,dépublié,59591a6ea3a7291dcf9c810b,unknown,Licence Ouverte / Open Licence version 2.0,,,2017-07-02T18:08:14.505000,2019-06-21T06:12:28.503000,0.44,1,0
Zones des caves inondées - 1910,http://www.data.gouv.fr/fr/datasets/zones-des-caves-inondees-1910-1/,"Secteurs de caves inondées, dans l'hypothèse d'une crue type 1910.

Les enregistrements de la colonne CDEP égales à 0  correspondent à des zones situées au-delà des territoires de Paris et des 3 départements de la petite couronne.",climat | histoire | immobilier,Paris | Hauts-de-Seine | Seine-Saint-Denis,autres,Région Île-de-France,dépublié,59591998a3a7291dcf9c80f2,unknown,Open Data Commons Open Database License (ODbL),,,2017-07-02T18:04:40.186000,2019-06-21T06:08:41.764000,0.44,0,0
Archives de la Planète,http://www.data.gouv.fr/fr/datasets/archives-de-la-planete-1/,"Le musée départemental Albert-Kahn conserve les _Archives de la Planète,_ un ensemble d'images fixes et animées, réalisé au début du XXe siècle, consacré à la diversité des peuples et des cultures.

* * *

Des images au service de la recherche de la paix et du dialogue entre les cultures.

_« La photographie stéréoscopique, les projections, le cinématographe surtout, voilà ce que je voudrais faire fonctionner en grand afin de fixer une fois pour toutes des aspects, des pratiques et des modes de l’activité humaine dont la disparition fatale n’est plus qu’une question de temps »_. Albert Kahn, janvier 1912

Albert Kahn est animé par un idéal de paix universelle. Sa conviction : La connaissance des cultures étrangères encourage le respect et les relations pacifiques entre les peuples. Il perçoit également très tôt que son époque sera le témoin de la mutation accélérée des sociétés et de la disparition de certains modes de vie.

Il crée alors les Archives de la Planète, fruit du travail d’une douzaine d’opérateurs envoyés sur le terrain entre 1909 et 1931 afin de saisir les différentes réalités culturelles dans une cinquantaine de pays. L’ambition du projet l’amène à confier sa direction scientifique au géographe Jean Brunhes (1869-1930), un des promoteurs en France de la géographie humaine.

Deux inventions des frères Lumière sont mises à contribution : le cinématographe (1895) et l’autochrome, premier procédé photographique en couleur naturelle (1907).

Les Archives de la Planète rassemblent une centaine d’heures de films, 4 000 stéréoscopies et 72 000 autochromes, soit la plus importante collection au monde.",musée | numérisation | photographies | histoire,Monde,musée,Région Île-de-France,dépublié,59591989a3a7291dcf9c80f1,unknown,License Not Specified,,,2017-07-02T18:04:25.615000,2019-06-21T06:10:16.098000,0.44,0,0
Zones des caves inondées - 1910,http://www.data.gouv.fr/fr/datasets/zones-des-caves-inondees-1910/,"Secteurs de caves inondées, dans l'hypothèse d'une crue type 1910.

Les enregistrements de la colonne CDEP égales à 0 correspondent à des zones situées au-delà des territoires de Paris et des 3 départements de la petite couronne.",climat | histoire | immobilier,Paris,autres,Mairie de Paris,publié,59590d2ea3a7291dd09c800a,unknown,Open Data Commons Open Database License (ODbL),,,2017-07-02T17:11:42.776000,2017-02-17T16:48:19,0.44,0,0
francearchives.fr – Inventaires et lieux des archives,http://www.data.gouv.fr/fr/datasets/francearchives-fr-inventaires-et-lieux-des-archives/,"Inventaires des archives conservées dans des services d’archives français (archives nationales, départementales et municipales et des organismes publics et privés), partenaires du portail national des archives : [francearchives.fr](https://francearchives.fr/). 
Le portail interministériel permet de trouver les références de plusieurs millions de documents d'archives, conservés dans les services publics d'archives. Le moteur de recherche du site interroge simultanément les inventaires des institutions partenaires, situées dans toute la France métropolitaine et ultramarine.  Ces données sont constamment enrichies par l’ajout de nouveaux partenaires. 
Le portail FranceArchives réalise aussi des traitements sur les index lieux issus des instruments de recherche XML-EAD qu'il agrège. Ces index sont transformés en autorités dotés d'URL pérennes, sont automatiquement ou unitairement alignés et groupés (c'est-à-dire fusionnés lorsqu'ils désignent la même entité géographique).

On trouve **dans le dossier GeoName**, un fichier CSV par service d'archives qui contient, pour chaque autorité lieux (LocationAuthority) :
•	des informations concernant l'index de départ fourni par le service d'archives (geogname) : URL, libellé.
•	des informations concernant l'entité correspondante dans la base GeoNames (GeoNames) : URL, libellé, coordonnées géographiques.

On trouve **dans le dossier BANO**, un fichier CSV par service d'archives qui contient, pour chaque autorité lieux (LocationAuthority) :
•	des informations concernant l'index de départ fourni par le service d'archives (geogname) : URL, libellé.
•	Des informations concernant l'entité correspondante dans la Base adresse nationale (BAN) : identifiant, libellé, coordonnées géographiques. 

Note : une même autorité lieu (LocationAuthority) peut se trouver dans le fichier CSV de plusieurs services, en effet elle peut être partagée par plusieurs services.
Les jeux de données tirés des informations rassemblées par le portail sont proposés sous Licence ouverte (Etalab), c'est-à-dire gratuitement et dans des formats ouverts qui en permettent la réutilisation, tout en respectant la législation en vigueur (respect des différents secrets et intérêts protégés par la loi).

Nous vous rappelons que tous les inventaires et instruments de recherche décrivant des archives de moins de 150 ans sont **susceptibles de contenir des données à caractère personnel (DCP)**.

Les métadonnées du fichier en téléchargement ont été converties en XML (APE-EAD) qui est un dénominateur commun entre les différentes versions d’EAD.",SIAF | inventaires,France,archives,Ministère de la Culture,publié,58eb9b68c751df1377f92daa,punctual,Licence Ouverte / Open Licence,,,2017-04-10T16:49:12.956000,2022-02-18T16:13:20.267000,0.67,0,0
Cartes postales,http://www.data.gouv.fr/fr/datasets/cartes-postales/,"Cartes postales d'époque (1900-1944) consacrées au territoire des Hauts-de-Seine conservées aux Archives départementales.

* * *

Les Archives départementales des Hauts-de-Seine conservent une importante collection de cartes postales constituée essentiellement à partir d’acquisitions.

Ce fonds de près de 10 500 cartes postales, illustrant les paysages urbains et champêtres des 36 communes des Hauts-de-Seine ainsi que les différents modes de locomotion à travers le temps, se compose de 3 sous-séries :

  * 9 Fi, Cartes postales anciennes (1900-1944),
  * 10 Fi, Cartes postales postérieures à la Seconde Guerre mondiale (1945 à nos jours)
  * 12 Fi 2, Collection Lapie (1950-1955).



Ces cartes postales, classées par communes et par thèmes, évoquent le passé de nos 36 communes : scènes de rues, marchés animés, promenades d’élégantes dans les bois ou les parcs. Le thème des transports y est largement représenté avec le chemin de fer, le tramway, l’automobile ou encore l’aviation.

Les Archives départementales proposent dans ce jeu de données la sous-série de cartes postales anciennes (9 Fi) consacrée à la période 1900 à 1944, sous-série tombée dans le domaine public. Cette collection mise en ligne est amenée à s’enrichir régulièrement au fur et à mesure de l’avancée des opérations de numérisation de ce fonds iconographique.

 ****",AD | cartes-postales | histoire,Hauts-de-Seine,archives,Hauts-de-Seine le Département,publié,58b4f5fea3a7295a7d824e85,unknown,Licence Ouverte / Open Licence version 2.0,,,2017-02-28T05:01:02.069000,2019-01-17T23:00:00,0.44,2,0
Recensement des circulaires de tri et de sélection des archives publiques,http://www.data.gouv.fr/fr/datasets/recensement-des-circulaires-de-tri-et-de-selection-des-archives-publiques/,Ensemble des textes régissant la conservation et la destruction des documents d'archives et données produites par les administrations.,SIAF | fonctionnement,France,archives,Ministère de la Culture,publié (doublon),5890bf79a3a72974c1f0dc91,unknown,Licence Ouverte / Open Licence,,,2017-01-31T17:46:49.438000,2018-05-07T12:04:11.618000,0.44,0,0
Minutes de levés hydrographiques (ARCHIVES),http://www.data.gouv.fr/fr/datasets/minutes-de-leves-hydrographiques-archives/,"Le SHOM met à disposition sous forme numérique ses archives de minutes hydrographiques (plans bathymétriques et topographiques)  réalisés lors de ses travaux de mesures en mer depuis le début du XIXe siècle à nos jours.

Il s'agit donc de plusieurs milliers de documents, majoritairement en noir et blanc, puis en couleurs à partir des années 1970.

Remarque : Ces documents ne doivent pas être utilisés pour la navigation maritime.

**Format**:

Les documents sont diffusés sous forme d’image au format JPEG2000. Le logiciel utilisé par le SHOM est Kakadu.
Seul quelques logiciels permettent de lire des fichiers JPEG2000. Parmi ceux communément utilisés et gratuits  IfranView, Gimp, safari…, le SHOM utilise et préconise le logiciel gratuit de visualisation associé à Kakadu Software (www.kakadusoftware.com) kdu_show. Celui-ci est accessible aux liens suivants :
-  pour Windows 32 bits : [ici](http://kakadusoftware.com/wp-content/uploads/2014/06/KDU78_Demo_Apps_for_Win32_160226.msi_.zip)
-  pour Mac : [ici](http://kakadusoftware.com/wp-content/uploads/2014/06/KDU78_Demo_Apps_for_OSX1011_160322.dmg_.zip)

Les fichiers au format JPEG2000 sont très facilement exploitables avec le logiciel gratuit IGNMap ([http://ignmap.ign.fr/](http://ignmap.ign.fr/)).

 L’image est également accompagnée par
- Un fichier de métadonnées au format xml contenant les informations sur le document;
- Une image miniature au format png;
- Un fichier gml fournissant l’emprise géographique générale  de la carte.

Ces cartes sont 


-    consultables sur http://data.shom.fr et http://diffusion.shom.fr
-    téléchargeables via la table ci jointe et sur http://data.shom.fr et http://diffusion.shom.fr.
",cartes-et-plans | histoire,Monde,autres,Shom,publié,58511715c751df4f55c0bb7e,punctual,Licence Ouverte / Open Licence,1800-01-01,2016-12-14,2016-12-14T10:55:32.840000,2016-12-14T17:49:55.555000,1.00,0,0
Cartes Marines Anciennes (ARCHIVES),http://www.data.gouv.fr/fr/datasets/cartes-marines-anciennes-archives/,"Le SHOM met à disposition sous forme numérique ses archives de cartes marines anciennes publiées depuis 1822 et n'étant plus utilisées pour la navigation.
Il s'agit donc de plusieurs milliers de documents, majoritairement en noir et blanc, puis en couleurs à partir des années 1970.

Remarque : Aucune carte marine de navigation actuellement en vigueur n’est proposée ici. De plus, ces documents étant obsolètes, ils ne doivent pas être utilisés pour la navigation maritime.


### Plusieurs éditions disponibles :

 Pour un même numéro de carte, plusieurs éditions peuvent être proposées :      
-   La publication ou première édition ;
-   Une ou des édition(s) intermédiaire(s) ;
-   L’édition lors de sa suppression.

 

###     Formats :

Les documents sont diffusés sous forme d’image au format JPEG2000. Le logiciel utilisé par le SHOM est Kakadu

Seul quelques logiciels permettent de lire des fichiers JPEG2000. Parmi ceux communément utilisés et gratuits  IfranView, Gimp, safari…, le SHOM utilise et préconise le logiciel gratuit de visualisation associé à Kakadu Software ([www.kakadusoftware.com](http://kakadusoftware.com/)) kdu_show. Celui-ci est accessible aux liens suivants :
- pour Windows 32 bits : [ici](http://kakadusoftware.com/wp-content/uploads/2014/06/KDU78_Demo_Apps_for_Win32_160226.msi_.zip)
- pour Mac : [ici](http://kakadusoftware.com/wp-content/uploads/2014/06/KDU78_Demo_Apps_for_OSX1011_160322.dmg_.zip)

Les fichiers au format JPEG2000 sont très facilement exploitables avec le logiciel gratuit IGNMap ([http://ignmap.ign.fr/](http://ignmap.ign.fr/)).

L’image est également accompagnée par
- Un fichier de métadonnées au format xml contenant les informations sur le document;
- Une image miniature au format png;
- Un fichier gml fournissant l’emprise géographique générale  de la carte.


Ces cartes sont 
- consultables sur http://data.shom.fr et http://diffusion.shom.fr
- téléchargeables via la table ci jointe et sur http://data.shom.fr et http://diffusion.shom.fr.

",cartes-et-plans | numérisation | histoire,Monde,autres,Shom,publié,584eae3888ee382d86c65bb3,punctual,Licence Ouverte / Open Licence,1770-01-01,2016-12-12,2016-12-12T15:03:36.070000,2016-12-14T16:58:30.332000,1.00,1,0
Cadastre napoléonien des communes de la Haute-Garonne,http://www.data.gouv.fr/fr/datasets/cadastre-napoleonien-des-communes-de-la-haute-garonne/,"Cadastre napoléonien des communes de Haute-Garonne de plus de 10 000 habitants. Pour visualiser les plans cadastraux de toutes les communes de Haute-Garonne, rendez-vous sur [le site des Archives départementales](https://archives.haute-garonne.fr/).",AD | cadastre | histoire,Haute-Garonne,archives,Conseil départemental de la Haute-Garonne - Haute-Garonne Open Data,publié,582d7c0ea3a7290df5f45b7b,unknown,Licence Ouverte / Open Licence version 2.0,,,2016-11-17T10:44:46.941000,2022-11-07T09:30:26,0.56,0,0
